export_id,score,question1,time1,question2,time2,question3,time3,question4,time4,question5,time5,question6,time6,question7,time7,question8,time8,question9,time9,question10,time10,question11,time11,question12,time12,question13,time13,question14,time14
73228,15,1,1.11,1,1.39,1,0.78,3,1.9,2,2.55,2,1.38,2,1.13,3,1.97,2,1.96,2,1.18,1,1.56,3,3.17,3,1.77,3,4.28
73229,27,1,1.51,1,0.94,1,0.57,5,0.47,5,0.52,2,2.5,3,1.57,3,5.64,3,4.56,3,1.65,3,3.31,4,1.09,4,2.58,3,4.79
73230,21,2,4.51,2,1.5,2,1.64,3,5.33,3,3.28,3,2.16,3,3.71,3,2.99,2,5.19,3,2.96,2,4.95,3,3.02,2,2.57,2,5.64
73231,9,1,5.81,1,2.06,2,1.84,2,8.13,1,2.85,1,3.13,1,1.65,2,5.27,1,7.62,2,2.68,1,8.12,4,4.0,2,3.75,2,7.7
73232,9,1,2.5,1,1.07,2,9.69,2,6.96,1,4.11,1,6.96,2,2.19,2,4.75,1,2.88,1,1.7,1,2.33,5,2.35,2,2.09,1,3.69
73233,27,1,2.26,1,0.55,1,0.53,5,0.31,5,0.48,5,0.41,4,0.56,1,1.27,5,0.38,5,0.8,1,28.22,1,1.19,5,0.77,1,2.7
73234,19,2,2.44,2,2.33,2,1.49,2,3.86,3,4.44,3,15.68,2,4.02,3,2.97,2,3.15,2,3.02,2,4.54,2,3.88,4,4.92,2,9.83
73235,16,1,5.52,2,2.92,1,1.67,2,8.19,3,6.25,3,4.31,2,3.84,3,3.48,2,2.43,2,1.54,2,1.85,3,2.84,2,1.85,2,3.56
73236,29,1,4.4,1,1.34,2,0.14,5,1.03,5,0.45,5,0.45,5,0.32,1,0.83,5,0.92,5,0.46,1,0.51,1,0.42,5,0.79,1,1.94
73237,18,2,1.75,2,2.31,2,0.96,2,1.12,2,3.61,3,2.72,2,2.37,2,3.05,2,2.52,2,2.18,2,2.43,5,3.34,2,1.66,2,4.41
73238,24,2,5.11,2,8.39,2,2.36,4,4.91,2,3.61,2,5.6,3,6.35,3,6.05,3,5.37,3,3.43,3,3.31,3,2.95,3,2.92,3,11.35
73239,13,1,4.55,1,1.69,1,1.12,2,8.99,2,5.48,3,4.52,3,3.24,2,4.79,1,3.43,2,2.76,1,2.72,3,5.51,3,4.53,2,4.41
73240,18,2,14.19,1,6.72,2,2.61,3,4.52,2,9.54,2,3.2,3,1.74,2,3.51,3,5.77,1,9.05,1,8.21,4,6.35,3,6.72,3,13.33
73241,28,3,47.97,3,4.01,4,2.28,3,6.97,3,13.84,3,1.11,3,2.77,2,25.04,3,9.37,4,2.1,2,4.3,3,3.97,4,25.96,2,6.23
73242,19,2,16.71,2,7.61,1,4.89,3,5.94,3,15.15,2,25.92,2,2.67,3,6.59,2,6.08,2,2.03,2,4.55,4,5.74,3,2.79,2,5.56
73243,26,2,8.75,3,4.68,3,2.41,4,4.74,2,4.9,3,9.65,2,4.11,2,6.68,3,3.59,4,5.98,3,5.88,3,3.98,3,2.27,3,5.62
73244,28,1,1.65,1,0.83,1,0.62,5,0.29,5,1.03,5,0.45,5,0.72,1,0.6,5,0.5,5,0.69,1,0.76,1,0.46,5,0.55,1,3.46
73245,16,1,1.9,2,0.27,2,1.18,2,1.75,2,4.97,2,1.32,2,1.38,3,2.09,3,1.59,3,1.23,2,3.97,2,1.77,2,5.6,2,10.26
73246,11,1,28.13,1,0.64,2,2.58,2,0.85,2,0.21,2,0.63,2,0.19,1,0.9,2,1.29,3,0.72,1,48.65,2,2.37,2,19.34,2,4.56
73247,19,2,5.21,1,1.42,2,2.23,2,0.24,2,0.15,2,0.1,2,0.18,2,0.22,2,0.29,4,7.97,3,4.86,4,3.0,2,2.22,3,3.93
73248,4,1,2.53,1,0.56,1,14.72,1,0.49,1,1.21,1,0.62,1,0.93,2,6.74,1,2.91,1,2.81,2,2.58,3,3.75,1,1.94,1,3.45
73249,15,3,7.89,2,3.0,1,1.86,2,10.04,2,6.28,2,6.98,2,8.64,1,3.56,2,3.01,3,4.73,2,6.32,3,7.81,2,3.05,2,6.44
73250,10,2,2.92,2,2.38,2,1.63,1,2.21,2,2.56,1,2.2,3,6.14,2,6.69,1,3.78,1,2.61,1,1.81,3,3.11,2,2.79,1,4.67
73251,14,1,3.3,1,2.84,2,1.35,3,2.79,2,6.8,2,2.52,2,1.89,2,4.05,1,2.94,2,1.7,2,2.44,1,5.2,4,3.49,3,5.58
73252,0,1,1.3,1,0.5,1,0.55,1,3.5,1,2.82,1,1.01,1,1.13,1,5.66,1,1.43,1,1.21,1,1.4,1,3.57,1,1.0,1,2.9
73253,24,2,2.47,2,0.28,3,0.09,3,0.02,4,0.49,2,0.16,4,0.14,2,0.07,3,0.24,4,1.0,1,0.08,2,0.19,4,0.22,2,4.23
73254,28,1,1.1,1,0.34,1,0.25,5,0.26,5,0.32,5,0.35,5,0.47,1,0.76,5,0.5,5,0.47,1,1.26,1,0.53,5,0.51,1,3.59
73255,28,1,1.38,1,0.69,1,0.63,5,0.74,5,0.69,5,0.9,5,0.62,1,0.64,5,0.68,5,0.59,1,0.69,1,0.89,5,0.58,1,3.07
73256,28,1,0.71,2,1.69,2,1.27,4,0.55,5,2.26,4,1.18,5,2.04,1,1.01,5,1.35,5,0.43,1,0.77,1,0.58,5,0.99,1,3.0
73257,12,2,27.66,2,1.56,2,0.96,2,5.43,2,9.93,2,10.08,2,7.68,1,6.5,2,8.72,2,1.34,1,4.41,4,7.49,1,0.66,1,5.76
73258,18,1,8.21,1,4.65,2,1.45,2,8.99,2,2.11,2,3.72,2,4.41,2,5.84,4,3.45,2,2.36,2,3.61,4,5.95,3,1.99,3,4.66
73259,12,1,6.94,1,1.18,1,0.8,5,0.54,5,0.51,5,1.05,1,2.41,1,2.84,1,1.87,1,9.46,1,2.87,1,2.79,1,1.23,1,4.62
73260,12,1,0.98,1,0.5,1,1.31,2,2.03,2,2.88,2,2.15,1,1.1,3,6.79,2,3.18,2,3.28,2,4.99,4,5.58,2,2.2,1,4.72
73261,29,1,1.56,1,0.23,2,0.25,5,0.17,5,0.31,5,0.2,5,0.18,1,0.18,5,0.55,5,0.4,1,0.2,1,0.83,5,0.62,1,1.52
73262,15,1,1.55,1,1.27,1,2.39,2,3.28,4,14.95,2,2.52,2,1.84,1,7.55,2,4.78,4,7.28,1,10.77,5,11.88,2,12.69,1,7.17
73264,24,2,6.09,2,4.25,3,3.85,2,7.24,3,5.54,2,4.8,3,2.79,3,7.61,3,2.58,3,2.05,2,5.7,4,3.27,3,2.22,3,5.26
73265,23,2,4.67,2,3.34,3,2.55,3,7.0,2,8.19,3,5.79,3,3.37,2,4.69,4,4.45,3,4.13,1,4.39,4,3.88,3,21.38,2,10.08
73266,28,1,8.56,1,24.48,1,0.9,5,0.54,5,0.81,5,0.56,5,0.48,1,0.39,5,0.72,5,0.62,1,0.51,1,0.47,5,0.52,1,3.9
73267,19,2,1.69,2,2.68,3,1.49,2,2.0,3,3.62,2,2.8,2,5.04,2,3.9,2,5.72,4,5.05,2,4.38,3,4.59,2,1.62,2,3.8
73268,26,2,4.29,2,5.73,2,2.6,4,2.61,4,2.48,2,3.98,3,1.91,2,3.44,4,1.76,4,0.15,2,2.17,3,3.78,3,1.63,3,4.29
73269,23,2,2.33,2,3.29,2,1.76,3,3.05,2,8.61,2,4.13,3,2.15,3,6.37,4,3.54,3,4.95,2,3.37,3,5.03,4,3.86,2,5.83
73270,28,1,1.32,1,0.5,1,0.31,5,0.13,5,0.79,5,0.12,5,0.41,1,0.18,5,0.17,5,0.5,1,0.15,1,0.75,5,0.2,1,1.87
73271,21,1,3.25,1,1.44,1,1.55,5,0.41,5,0.37,5,0.45,4,0.29,1,0.65,2,3.2,1,0.5,1,4.35,5,2.91,1,1.6,2,4.48
73272,43,4,4.19,5,5.82,3,3.21,4,5.58,4,20.85,5,5.76,4,2.75,3,5.82,4,7.68,5,4.29,4,5.27,3,35.36,5,4.77,4,4.91
73273,14,2,4.56,1,2.67,1,1.58,1,5.6,1,8.33,1,6.49,3,1.87,3,6.48,2,4.54,3,2.07,3,1.99,5,3.74,1,1.5,1,6.12
73274,24,3,3.03,3,4.46,2,1.86,2,5.97,3,5.2,2,3.49,3,1.97,2,4.3,2,3.19,2,2.82,3,4.32,4,4.71,4,5.03,3,6.02
73275,9,1,1.71,1,2.16,1,1.1,2,5.76,2,2.34,1,2.9,1,1.59,1,9.83,2,2.26,5,3.64,1,3.42,2,8.41,2,2.65,1,4.48
73276,15,2,3.79,1,1.54,1,10.86,2,2.59,2,3.87,2,4.43,2,2.44,3,2.66,2,2.59,3,7.82,2,2.19,2,12.45,3,2.77,2,6.21
73277,28,3,0.81,3,0.33,4,0.37,3,0.3,3,0.26,2,0.29,2,0.29,4,0.3,2,0.28,2,0.25,4,0.34,4,0.16,2,0.11,4,4.5
73278,10,1,19.44,1,0.89,1,0.87,2,6.92,2,2.46,2,1.32,1,1.05,1,5.11,2,1.13,3,1.24,1,1.28,4,1.29,2,1.12,1,4.49
73279,13,1,2.88,1,2.58,1,1.48,1,3.97,1,5.17,1,2.01,3,1.72,2,4.4,4,1.77,2,3.66,2,2.64,4,7.09,2,2.38,2,5.18
73280,8,2,7.19,1,6.15,2,2.26,2,8.99,1,6.07,1,1.83,1,3.58,2,4.26,1,2.62,1,1.74,1,9.4,5,4.14,1,1.57,1,4.39
73281,15,2,6.24,2,2.75,2,2.73,2,14.54,2,2.62,2,7.3,2,2.36,2,3.89,2,5.46,2,3.24,2,8.91,3,4.78,2,2.31,2,6.1
73282,28,3,6.98,2,11.67,2,5.75,4,4.48,3,7.65,3,13.84,3,3.66,3,5.08,4,4.64,4,4.05,2,6.41,2,3.82,4,4.78,3,12.04
73283,8,1,3.02,1,0.81,1,0.88,1,2.29,1,3.46,1,1.75,1,0.99,3,8.73,2,3.22,2,3.75,1,2.18,3,3.96,2,1.82,2,6.31
73284,46,5,5.45,5,6.12,5,1.94,3,5.09,4,7.49,4,2.97,4,2.67,4,4.57,4,2.8,4,6.67,4,3.76,4,3.48,5,3.45,5,4.2
73285,28,1,2.14,1,0.54,1,0.42,5,0.42,5,0.54,5,0.61,5,0.73,1,0.54,5,0.89,5,0.59,1,0.51,1,0.63,5,0.62,1,1.83
73286,19,1,1.96,2,2.16,1,1.65,3,5.05,3,7.08,2,6.31,2,1.83,2,8.38,2,4.54,4,4.37,3,7.18,3,3.99,3,4.35,2,6.04
73287,28,1,0.49,1,1.64,1,0.83,5,1.6,5,1.43,5,1.39,5,0.85,1,1.57,5,1.0,5,0.86,1,1.41,1,1.43,5,1.5,1,1.28
73288,28,1,2.11,1,0.42,1,0.33,5,0.19,5,0.06,5,0.39,5,0.02,1,0.04,5,0.13,5,0.26,1,0.2,1,0.17,5,0.18,1,3.81
73291,13,1,5.22,1,7.49,2,2.49,2,5.69,2,3.16,1,2.15,2,1.84,2,3.17,2,1.86,2,1.9,2,3.73,4,2.98,2,1.62,2,4.62
73292,25,1,0.9,1,0.45,2,0.15,4,0.11,5,0.09,5,0.47,4,0.03,1,0.2,4,0.12,4,0.1,1,0.35,2,0.41,4,0.29,1,3.04
73293,16,2,3.5,2,6.47,2,1.86,2,2.78,2,4.46,2,2.04,2,1.71,2,5.44,2,2.79,2,1.75,2,2.05,4,2.93,2,1.47,2,4.19
73294,25,3,6.12,3,2.74,3,2.21,2,4.56,4,11.5,2,4.34,4,3.52,2,4.17,2,5.1,3,4.51,3,2.99,4,4.17,2,2.43,2,4.86
73295,15,1,3.7,1,2.47,1,8.49,2,5.96,2,7.41,2,2.6,2,8.99,4,12.44,1,3.21,1,2.03,1,3.15,5,2.59,2,3.09,4,6.59
73296,29,2,1.75,2,0.61,2,0.51,4,0.37,4,0.28,4,0.44,3,0.12,2,0.04,4,0.63,5,0.15,2,0.58,2,1.19,5,0.53,2,4.13
73297,27,1,0.97,1,0.43,2,0.18,4,0.05,5,0.19,5,0.24,4,0.15,2,0.27,4,0.31,5,0.28,1,0.55,3,0.74,2,5.21,2,5.6
73298,19,4,1.24,1,1.1,1,0.34,2,0.15,2,0.17,2,0.17,2,0.13,4,0.13,2,0.17,2,0.04,4,1.21,4,0.51,2,3.95,1,5.54
73299,15,2,2.96,1,3.19,2,2.35,2,4.57,2,2.12,2,2.55,1,2.99,2,3.86,2,4.09,2,2.54,1,2.46,4,4.2,4,1.98,2,6.76
73300,25,2,5.94,2,4.06,2,1.32,4,3.87,5,3.01,5,1.29,2,3.5,2,9.87,2,4.84,2,4.4,2,5.46,4,4.25,3,4.07,2,4.7
73301,23,2,13.3,1,5.26,2,4.25,3,8.15,4,5.91,2,11.0,3,5.16,2,28.79,3,6.15,2,6.59,2,11.05,4,15.14,4,3.07,3,6.52
73302,26,1,0.76,1,0.02,1,0.49,5,0.19,5,0.21,5,0.16,5,0.19,1,0.1,4,0.43,4,0.08,1,0.06,1,0.08,5,0.07,1,1.77
73303,22,2,11.31,2,3.62,2,3.45,2,7.27,3,5.85,1,5.75,3,6.34,3,9.48,3,3.44,2,6.51,3,5.52,4,4.36,3,4.64,3,3.96
73304,7,2,2.85,1,3.04,1,1.49,1,5.53,1,5.82,1,2.89,2,2.14,1,4.51,1,2.07,1,2.15,2,3.6,5,3.04,1,2.41,1,5.88
73305,30,1,3.68,1,0.73,1,0.85,5,0.57,5,0.52,5,0.6,5,0.71,1,0.76,5,1.03,5,2.81,2,2.64,2,3.82,4,9.63,2,12.05
73306,13,1,1.05,1,1.83,1,1.11,2,2.91,2,3.81,2,3.86,2,1.73,2,5.34,2,114.95,2,2.93,2,3.54,4,3.81,2,2.08,2,5.11
73307,2,1,2.04,1,1.87,1,1.45,1,3.52,1,6.15,1,2.78,1,3.27,1,4.45,1,4.2,1,14.94,1,2.32,3,7.41,1,1.92,1,4.21
73308,13,2,9.62,2,6.42,2,5.85,1,10.2,1,4.82,1,4.03,2,3.58,2,7.59,1,6.44,2,3.34,2,3.97,2,6.41,3,12.35,4,10.23
73309,12,1,0.78,1,7.5,2,0.14,1,3.48,1,1.08,1,0.73,2,1.02,4,0.86,2,1.08,2,0.68,1,1.66,3,1.54,2,0.75,3,9.49
73310,10,2,27.51,1,6.96,2,3.56,1,6.98,1,9.21,1,12.99,2,4.57,2,14.3,2,8.0,1,12.02,1,12.48,4,10.46,2,15.08,2,14.59
73311,15,2,4.36,1,1.17,1,0.89,2,1.5,2,3.35,2,1.36,2,2.63,2,6.64,3,2.72,4,1.98,1,3.89,2,7.92,3,1.62,2,4.39
73312,10,2,4.8,2,4.21,1,1.32,2,25.69,2,0.51,2,90.14,2,1.99,2,4.77,1,3.19,1,3.04,1,7.15,2,9.24,2,5.93,2,11.49
73313,28,1,1.08,1,0.48,1,0.4,5,0.28,5,0.27,5,0.37,5,0.24,1,0.31,5,0.34,5,0.29,1,0.19,1,0.34,5,0.22,1,1.49
73314,19,2,4.77,2,1.58,2,4.55,3,3.83,2,5.72,2,2.39,2,1.57,2,4.62,3,4.75,3,3.21,2,2.34,4,3.43,2,2.29,2,4.73
73315,20,3,7.81,2,3.9,4,4.04,2,4.28,2,4.29,2,5.92,2,9.14,2,8.38,2,5.77,2,7.28,2,4.18,5,3.32,2,2.39,2,6.86
73316,16,1,8.22,1,2.72,3,3.2,2,4.18,3,8.2,2,4.93,2,4.99,2,10.21,2,7.64,2,4.11,2,1.72,3,7.55,3,3.9,2,9.63
73317,19,2,3.77,2,1.64,2,3.8,2,1.41,2,7.05,2,6.92,3,4.41,4,11.87,2,7.55,2,7.35,2,5.67,3,13.46,3,8.31,2,8.97
73318,25,3,5.92,2,1.44,3,0.57,2,0.52,5,0.35,2,0.64,2,3.73,2,4.32,2,3.11,3,3.12,1,1.97,3,3.21,5,2.67,4,5.05
73319,15,2,2.9,1,1.13,2,1.95,2,1.83,2,1.76,2,1.47,2,1.63,3,4.0,2,3.23,4,4.52,2,4.02,2,3.42,2,1.7,1,4.64
73320,23,3,8.09,3,3.3,1,2.21,2,4.95,3,3.27,2,4.55,2,2.88,3,5.95,2,2.31,2,4.59,3,4.52,4,2.86,3,2.22,4,6.22
73321,28,1,1.49,1,2.21,1,1.66,5,1.58,5,1.84,5,1.86,5,1.56,3,3.11,2,2.37,2,1.38,3,1.16,3,1.0,3,0.74,3,2.17
73322,27,1,0.65,2,0.34,1,0.62,5,0.36,4,0.53,4,0.41,4,0.24,1,0.34,4,0.28,4,0.33,2,0.5,3,0.29,4,0.57,2,2.79
73323,17,2,5.86,1,3.03,1,1.26,4,8.83,2,11.26,3,6.95,3,2.66,2,4.1,2,0.6,3,6.43,1,3.81,3,3.8,3,2.51,1,3.79
73324,29,1,0.74,1,0.26,2,0.21,5,0.31,5,0.18,5,0.25,5,0.17,1,0.24,5,0.22,5,0.14,1,0.17,1,0.22,5,0.23,1,1.85
73325,28,1,0.69,2,0.18,1,0.11,5,0.13,5,0.09,5,0.15,5,0.12,1,0.15,5,0.1,5,0.11,1,0.23,1,0.29,4,0.03,1,3.04
73326,2,1,0.92,1,0.31,1,2.72,1,4.42,1,3.64,1,3.46,1,2.61,1,7.53,1,2.7,1,3.81,1,5.68,3,6.17,1,2.89,1,5.12
73327,27,2,4.86,2,1.88,2,1.32,4,0.84,4,1.39,4,2.56,4,0.78,2,2.36,4,1.05,2,2.54,2,2.96,4,1.06,3,3.81,2,8.75
73328,35,4,14.02,3,3.1,4,1.59,3,8.88,4,4.05,3,3.65,4,3.49,4,6.18,3,3.04,4,4.71,3,3.2,3,2.86,3,2.35,4,4.72
73329,27,1,0.83,1,0.13,1,0.17,5,0.11,5,0.14,5,0.37,5,0.15,1,0.32,4,0.14,5,0.73,1,0.07,1,0.19,5,0.17,1,5.42
73330,11,1,2.12,1,1.19,1,0.63,1,2.24,2,2.55,2,1.99,2,2.58,2,5.71,1,6.95,3,3.71,1,5.13,4,4.83,2,3.35,2,4.39
73331,16,2,11.94,2,4.53,2,2.21,2,4.95,3,2.9,2,4.23,2,3.67,2,1.97,2,2.86,2,6.01,2,4.59,4,3.35,2,2.58,1,7.26
73332,13,3,7.54,1,3.02,5,7.88,1,7.15,1,3.63,1,3.89,2,8.98,1,16.74,1,7.62,1,6.06,1,4.52,5,6.96,2,7.77,2,15.28
73333,26,2,5.87,2,4.04,3,2.58,2,5.78,4,11.93,4,8.8,2,2.8,2,8.11,4,1.84,4,5.08,1,3.26,4,4.16,3,4.01,3,5.7
73334,8,2,4.14,1,2.53,1,2.66,1,4.57,1,5.41,1,2.93,1,4.67,5,3.62,1,3.0,1,16.77,1,25.2,4,5.91,1,6.55,1,11.15
73335,11,1,11.18,1,22.41,1,1.32,2,8.87,2,5.65,2,2.36,2,2.14,2,4.24,1,5.38,2,2.84,1,5.38,4,5.1,2,5.23,2,5.95
73336,16,2,6.88,1,2.87,1,2.17,2,5.12,2,8.89,2,7.46,4,4.22,2,10.43,2,17.49,2,6.95,2,15.02,4,5.44,2,32.02,2,5.35
73337,28,1,1.7,1,0.42,1,0.47,5,0.57,5,0.67,5,0.55,5,0.92,1,1.13,5,0.71,5,2.5,1,2.64,1,2.14,5,1.16,1,3.82
73338,28,1,2.18,1,1.04,1,0.68,5,0.67,5,0.77,5,0.8,5,0.57,1,0.56,5,0.56,5,0.55,1,0.61,1,0.56,5,0.61,1,2.16
73339,17,2,3.06,1,2.62,1,1.72,2,4.46,2,6.68,2,5.47,2,686.89,3,12.34,2,4.82,2,1.9,3,3.19,4,2.35,2,1.86,3,4.64
73341,29,1,1.55,1,0.49,1,0.43,5,0.64,5,0.53,5,1.13,5,0.51,1,0.45,4,0.38,5,0.47,1,0.36,2,0.35,5,0.35,2,1.41
73342,29,2,1.04,2,0.86,2,0.68,4,0.39,5,0.38,5,0.64,4,0.23,1,0.31,4,0.3,4,0.35,2,0.27,3,0.19,3,0.23,2,1.15
73343,20,1,2.42,1,0.56,1,0.45,5,0.41,5,0.55,5,0.45,5,0.39,1,1.39,1,10.17,1,2.68,1,4.27,5,3.48,1,2.48,1,4.43
73344,18,2,3.03,2,2.33,1,1.3,2,5.56,2,6.35,2,7.9,2,2.92,2,5.93,2,6.15,5,3.62,2,5.2,2,2.86,4,2.22,2,4.83
73345,12,1,2.61,1,2.06,1,1.65,2,6.72,2,9.44,2,17.05,2,4.12,2,4.4,2,3.07,3,5.95,2,12.08,2,4.39,2,6.06,2,15.45
73346,8,1,1.48,1,0.44,1,1.24,2,2.58,2,1.52,2,1.45,2,4.5,2,3.39,2,2.29,2,1.66,1,2.04,1,1.63,2,1.95,1,3.98
73347,35,4,0.79,3,2.98,3,1.67,4,4.44,4,0.55,4,3.05,4,2.67,3,3.02,4,8.62,4,2.18,3,2.28,3,4.17,3,2.4,3,3.16
73348,21,2,8.4,2,5.04,3,2.47,3,7.76,4,10.05,1,5.27,3,7.74,1,14.61,3,3.52,3,3.34,2,4.65,4,5.5,2,4.88,2,6.94
73349,14,1,0.92,2,0.48,1,0.54,2,1.96,2,0.96,2,0.59,2,0.96,4,1.05,2,0.85,2,2.09,1,1.38,4,1.31,2,0.76,1,2.6
73350,28,2,2.57,2,1.06,2,1.29,4,0.57,4,0.3,4,1.12,3,1.69,2,1.3,4,1.38,4,0.66,2,1.71,3,0.92,4,0.59,2,5.13
73351,28,3,5.85,3,1.73,3,0.71,3,0.79,3,0.43,3,0.5,3,1.27,3,0.59,3,0.96,3,0.58,3,0.64,3,0.61,3,2.1,3,5.82
73352,47,1,4.93,5,2.35,5,1.22,5,1.55,1,1.14,5,2.53,5,1.59,4,2.84,5,1.71,5,1.39,5,1.9,5,4.6,5,1.3,5,3.51
73353,27,1,1.32,1,0.25,1,0.3,5,0.23,5,0.29,5,0.52,5,0.84,1,1.04,4,0.12,5,0.19,1,0.17,1,0.4,5,0.74,1,2.26
73354,18,1,0.77,1,0.08,2,0.06,5,0.15,5,0.77,3,3.46,2,1.92,2,3.28,2,2.64,3,1.9,2,1.7,1,2.13,1,2.32,2,3.84
73355,8,1,1.8,1,1.1,1,0.78,2,12.58,1,11.48,1,4.98,1,10.0,1,22.59,2,9.66,5,14.68,1,2.79,2,8.48,2,5.66,1,4.71
73356,17,1,1.09,1,1.36,1,1.74,3,2.83,3,2.31,2,3.39,2,1.08,2,3.86,3,2.44,4,2.41,1,2.32,4,3.36,2,1.63,2,3.55
73357,28,1,1.49,1,3.02,2,0.58,5,0.52,5,0.55,5,0.61,4,0.47,1,0.45,5,0.41,5,0.86,1,5.39,1,56.88,5,0.55,1,2.43
73358,28,1,0.66,1,0.59,1,0.19,5,0.2,5,0.07,5,0.03,5,0.02,1,0.43,5,0.11,5,0.16,1,0.1,1,0.24,5,0.03,1,3.49
73359,29,2,0.88,1,0.86,1,2.09,5,0.63,5,0.62,5,0.46,5,0.64,1,0.56,5,0.48,5,0.57,1,0.74,1,0.4,5,0.13,1,3.68
73360,28,3,5.27,2,3.4,2,2.87,5,4.31,2,6.92,2,3.98,3,6.06,4,8.65,4,3.21,4,1.94,1,1.9,4,3.73,3,2.36,3,4.42
73361,16,2,2.29,2,1.94,2,2.11,3,5.95,3,4.37,3,2.19,3,2.95,2,5.72,2,2.97,2,2.4,1,3.09,2,2.74,2,6.51,1,5.52
73362,10,1,3.09,1,1.73,1,0.87,2,0.93,2,1.06,2,2.13,2,2.22,2,3.1,2,1.89,2,1.27,1,3.13,2,1.91,3,1.25,1,1.69
73363,37,3,5.87,3,1.75,2,1.84,5,3.37,4,6.99,4,4.89,4,5.32,3,7.62,4,2.6,5,8.76,2,3.9,4,7.25,4,2.35,4,4.88
73364,25,1,1.39,1,0.22,1,0.23,5,0.18,5,0.19,5,0.18,4,0.21,1,0.19,4,0.18,4,0.18,1,0.2,2,0.17,4,0.16,1,4.08
73365,28,1,1.67,1,0.5,2,0.53,5,0.73,5,0.79,5,0.57,5,0.92,1,2.5,5,0.63,5,2.52,1,0.84,1,0.63,4,0.74,1,5.93
73366,25,2,4.13,2,0.25,3,0.06,3,0.02,4,0.17,4,0.15,3,0.4,2,0.02,3,0.14,3,0.02,2,0.13,2,0.01,4,0.72,2,2.67
73367,28,2,4.42,2,1.38,2,1.69,4,0.41,4,0.25,4,0.21,4,0.22,2,0.27,4,0.25,4,0.23,2,0.23,2,0.21,4,0.29,2,3.59
73368,11,1,5.63,1,3.26,1,4.96,2,14.61,2,13.16,1,11.91,2,2.43,2,7.8,2,6.3,2,2.28,2,7.77,3,7.17,2,5.4,2,8.89
73369,33,2,8.64,3,2.2,1,1.54,5,2.85,5,2.28,4,2.18,4,4.03,4,3.45,5,2.1,3,2.24,1,4.49,3,1.75,5,1.68,2,5.05
73370,28,2,5.47,2,0.5,2,1.21,4,0.71,4,1.52,4,0.75,4,2.55,2,2.34,4,0.97,4,0.64,2,1.24,2,0.53,4,1.17,2,4.0
73371,23,1,6.21,1,2.4,1,5.91,3,2.47,4,3.66,3,7.9,4,3.11,2,6.5,4,3.69,5,4.69,2,2.95,2,4.33,3,2.57,2,4.72
73372,28,2,2.04,2,1.08,2,1.19,4,1.53,4,1.64,4,1.98,4,1.25,2,2.09,4,0.81,4,0.8,2,0.88,2,0.65,4,1.16,2,2.94
73373,13,1,8.45,2,3.84,2,1.94,1,7.47,1,5.22,1,2.27,2,3.61,2,5.8,1,4.07,1,2.93,1,2.99,5,3.98,3,5.26,4,8.63
73374,27,1,3.02,2,6.16,2,4.32,4,20.8,4,6.07,4,9.49,4,4.56,1,9.36,4,6.71,3,3.57,1,6.24,4,17.47,3,9.52,4,5.22
73375,25,1,49.65,1,1.66,1,1.25,5,3.92,5,7.38,4,4.94,4,2.72,2,68.57,4,3.17,3,5.85,1,2.02,2,4.84,5,3.13,1,5.16
73376,28,2,4.84,2,1.12,2,0.94,4,0.55,5,0.63,4,0.83,4,0.92,2,0.91,4,0.72,4,0.82,2,0.87,2,0.65,3,0.59,2,2.71
73377,26,1,0.78,1,0.73,2,0.25,5,0.6,5,0.62,5,0.55,4,0.58,1,0.68,5,0.66,5,0.66,1,0.67,1,0.48,3,1.8,1,3.14
73378,33,2,11.26,2,1.05,2,1.26,4,2.36,4,2.46,4,0.69,4,1.37,3,0.75,4,2.64,4,4.05,3,5.12,4,2.48,4,21.9,3,4.26
73379,29,1,0.67,1,0.16,1,0.3,5,0.34,5,0.12,5,0.15,5,0.12,1,0.81,4,0.52,4,0.17,1,0.21,2,0.09,4,0.26,4,6.25
73380,28,2,3.14,2,1.18,3,0.67,4,0.57,4,0.39,4,0.39,2,2.52,3,3.69,3,0.94,3,0.49,3,0.72,3,0.47,3,0.07,3,3.55
73381,27,3,12.59,3,6.53,2,9.18,4,7.32,3,12.66,3,8.63,3,8.19,3,5.45,3,7.24,4,11.2,2,9.85,3,16.16,2,10.24,3,14.59
73382,18,2,0.59,2,4.6,2,1.13,2,4.84,3,4.44,2,5.95,3,5.18,2,4.37,2,5.12,2,2.51,1,3.05,4,4.56,3,4.93,2,4.08
73383,14,2,6.67,1,3.39,1,1.45,4,2.55,1,4.09,1,1.28,1,1.58,2,3.79,2,3.39,2,1.8,1,2.39,5,2.18,3,1.94,2,4.14
73384,24,1,1.69,1,2.44,1,1.65,3,5.32,3,6.81,4,3.74,4,3.32,3,3.18,4,2.56,3,2.42,3,3.5,2,2.81,3,2.62,3,5.01
73385,25,1,74.12,1,1.03,1,0.79,5,0.46,5,0.46,4,2.65,4,1.72,1,2.7,5,1.11,4,1.54,1,3.73,2,4.64,4,1.78,1,3.79
73386,4,1,4.02,1,1.7,1,1.75,1,5.3,1,5.15,1,1.66,1,2.53,1,10.35,1,2.6,1,2.2,1,3.27,5,10.22,1,1.33,1,4.33
73387,26,1,1.2,1,0.14,1,0.29,5,0.33,5,0.18,5,0.22,4,0.22,1,0.33,5,0.22,5,0.21,1,0.19,1,0.24,4,0.17,1,1.88
